,Instrument,Name,RIC_XMUN,Ticker_XMUN,RIC_main,Ticker_main,Exchange_main,Cap,Sector
459,US3205171057,First Horizon Corp,FT2.GTX,FT2,FHN.N,FHN,"NEW YORK STOCK EXCHANGE, INC.",12.63178744168,Financials
460,US0995021062,Booz Allen Hamilton Holding Corp,BAH.GTX,BZ9,BAH.N,BAH,"NEW YORK STOCK EXCHANGE, INC.",12.5248283523,Technology
461,US12541W2098,CH Robinson Worldwide Inc,CHRW.GTX,CH1A,CHRW.OQ,CHRW,NASDAQ/NGS (GLOBAL SELECT MARKET),12.43045022166,Industrials
462,US29472R1086,Equity LifeStyle Properties Inc,ELS.GTX,MHV,ELS.N,ELS,"NEW YORK STOCK EXCHANGE, INC.",12.51748488655,Real Estate
463,US03743Q1085,APA Corp (US),2S3.GTX,2S3,APA.OQ,APA,NASDAQ/NGS (GLOBAL SELECT MARKET),12.11753765172,Energy
464,US5253271028,Leidos Holdings Inc,S6IA.GTX,S6IA,LDOS.N,LDOS,"NEW YORK STOCK EXCHANGE, INC.",12.38150496316,Technology
465,US6556631025,Nordson Corp,NDSN.GTX,ND1,NDSN.OQ,NDSN,NASDAQ/NGS (GLOBAL SELECT MARKET),12.31116967224,Industrials
466,US12503M1080,Cboe Global Markets Inc,CBOE.GTX,C67,CBOE.Z,CBOE,CBOE BZX U.S. EQUITIES EXCHANGE,12.47504137452,Financials
467,US89400J1079,TransUnion,1TU.GTX,1TU,TRU.N,TRU,"NEW YORK STOCK EXCHANGE, INC.",12.25455,Industrials
468,US4601461035,International Paper Co,IP.GTX,INP,IP.N,IP,"NEW YORK STOCK EXCHANGE, INC.",12.23978959707,Basic Materials
469,US1651677353,Chesapeake Energy Corp,CS1G.GTX,CS1,CHK.OQ,CHK,NASDAQ/NGS (GLOBAL SELECT MARKET),11.9072243816,Energy
470,US8545021011,Stanley Black & Decker Inc,SWK.GTX,SWF,SWK.N,SWK,"NEW YORK STOCK EXCHANGE, INC.",11.93908256985,Industrials
471,US49446R1095,Kimco Realty Corp,KIM.GTX,KIC,KIM.N,KIM,"NEW YORK STOCK EXCHANGE, INC.",11.85629970996,Real Estate
472,US69047Q1022,Ovintiv Inc,47Q.GTX,47Q,OVV.N,OVV,"NEW YORK STOCK EXCHANGE, INC.",11.89857731118,Energy
473,US1011211018,Boston Properties Inc,BXP.GTX,BO9,BXP.N,BXP,"NEW YORK STOCK EXCHANGE, INC.",12.2002274912,Real Estate
474,US3546131018,Franklin Resources Inc,BEN.GTX,FRK,BEN.N,BEN,"NEW YORK STOCK EXCHANGE, INC.",11.81604710181,Financials
475,US44107P1049,Host Hotels & Resorts Inc,HMTa.GTX,HMT,HST.OQ,HST,NASDAQ/NGS (GLOBAL SELECT MARKET),11.57411153399,Real Estate
476,US36467J1088,Gaming and Leisure Properties Inc,2GL.GTX,2GL,GLPI.OQ,GLPI,NASDAQ/NGS (GLOBAL SELECT MARKET),11.89511821008,Real Estate
477,US25754A2015,Domino's Pizza Inc,DPZ.GTX,EZV,DPZ.N,DPZ,"NEW YORK STOCK EXCHANGE, INC.",11.4882575147,Consumer Cyclicals
478,LR0008862868,Royal Caribbean Cruises Ltd,RCL.GTX,RC8,RCL.N,RCL,"NEW YORK STOCK EXCHANGE, INC.",11.987782259,Consumer Cyclicals
479,US29670G1022,Essential Utilities Inc,A2A.GTX,A2A,WTRG.N,WTRG,"NEW YORK STOCK EXCHANGE, INC.",11.81341458078,Utilities
480,US2372661015,Darling Ingredients Inc,43D.GTX,43D,DAR.N,DAR,"NEW YORK STOCK EXCHANGE, INC.",11.62373871408,Consumer Non-Cyclicals
481,US02665T3068,American Homes 4 Rent,A4XA.GTX,A4XA,AMH.N,AMH,"NEW YORK STOCK EXCHANGE, INC.",11.85155291124,Real Estate
482,US9100471096,United Airlines Holdings Inc,UAL1.GTX,UAL1,UAL.OQ,UAL,NASDAQ/NGS (GLOBAL SELECT MARKET),11.2563548461,Industrials
483,US09073M1045,Bio-Techne Corp,TE1.GTX,TE1,TECH.OQ,TECH,NASDAQ/NGS (GLOBAL SELECT MARKET),11.38319429058,Healthcare
484,US65473P1057,NiSource Inc,NI.GTX,NOU,NI.N,NI,"NEW YORK STOCK EXCHANGE, INC.",11.61837483138,Utilities
485,US8330341012,Snap-On Inc,SNA.GTX,SPU,SNA.N,SNA,"NEW YORK STOCK EXCHANGE, INC.",11.23526314788,Industrials
486,US0036541003,ABIOMED Inc,ABMD.GTX,AIO,ABMD.OQ,ABMD,NASDAQ/NGS (GLOBAL SELECT MARKET),11.24065817784,Healthcare
487,US3802371076,GoDaddy Inc,38D.GTX,38D,GDDY.N,GDDY,"NEW YORK STOCK EXCHANGE, INC.",11.17440697332,Technology
488,US7599161095,Repligen Corp,RGEN.GTX,RGN,RGEN.OQ,RGEN,NASDAQ/NGS (GLOBAL SELECT MARKET),10.53999833806,Healthcare
489,US3032501047,Fair Isaac Corp,FIC.GTX,FRI,FICO.N,FICO,"NEW YORK STOCK EXCHANGE, INC.",11.10075262926,Technology
490,US0171751003,Alleghany Corp,Y.GTX,AGA,Y.N,Y,"NEW YORK STOCK EXCHANGE, INC.",11.3328561315,Financials
491,US3687361044,Generac Holdings Inc,GNRC.GTX,G84,GNRC.N,GNRC,"NEW YORK STOCK EXCHANGE, INC.",10.92019345144,Industrials
492,US7496851038,RPM International Inc,RPM.GTX,RP8,RPM.N,RPM,"NEW YORK STOCK EXCHANGE, INC.",11.05331567318,Basic Materials
493,US9604131022,Westlake Corp,WLK.GTX,UEO,WLK.N,WLK,"NEW YORK STOCK EXCHANGE, INC.",10.97267521525,Basic Materials
494,US6951561090,Packaging Corp of America,PKG.GTX,PKA,PKG.N,PKG,"NEW YORK STOCK EXCHANGE, INC.",10.86258297252,Basic Materials
495,US03674X1063,Antero Resources Corp,7A6.GTX,7A6,AR.N,AR,"NEW YORK STOCK EXCHANGE, INC.",10.28254073695,Energy
496,US2561631068,DocuSign Inc,DS3G.GTX,DS3,DOCU.OQ,DOCU,NASDAQ/NGS (GLOBAL SELECT MARKET),10.842079446,Technology
497,US92556V1061,Viatris Inc,VIA1.GTX,VIA,VTRS.OQ,VTRS,NASDAQ/NGS (GLOBAL SELECT MARKET),10.8404736036,Healthcare
498,US4039491000,HF Sinclair Corp,HL80.GTX,HL80,DINO.N,DINO,"NEW YORK STOCK EXCHANGE, INC.",11.33224564758,Energy
499,US00790R1041,Advanced Drainage Systems Inc,6DA.GTX,6DA,WMS.N,WMS,"NEW YORK STOCK EXCHANGE, INC.",10.44054639303,Consumer Cyclicals
500,US9581021055,Western Digital Corp,WDC.GTX,WDC,WDC.OQ,WDC,NASDAQ/NGS (GLOBAL SELECT MARKET),10.63613773662,Technology
501,US29452E1010,Equitable Holdings Inc,AXJG.GTX,AXJ,EQH.N,EQH,"NEW YORK STOCK EXCHANGE, INC.",10.62636126054,Financials
502,US5745991068,Masco Corp,MAS.GTX,MSQ,MAS.N,MAS,"NEW YORK STOCK EXCHANGE, INC.",10.5092162958,Consumer Cyclicals
503,US7595091023,Reliance Steel & Aluminum Co,RS.GTX,RS6,RS.N,RS,"NEW YORK STOCK EXCHANGE, INC.",10.55870822072,Basic Materials
504,US0259321042,American Financial Group Inc,AFG.GTX,QFI,AFG.N,AFG,"NEW YORK STOCK EXCHANGE, INC.",10.63166190652,Financials
505,PA1436583006,Carnival Corp,CCLC.GTX,CVC1,CCL.N,CCL,"NEW YORK STOCK EXCHANGE, INC.",11.7842237480952,Consumer Cyclicals
506,US2283681060,Crown Holdings Inc,CCK.GTX,CWN,CCK.N,CCK,"NEW YORK STOCK EXCHANGE, INC.",10.21069058979,Basic Materials
507,US82669G1040,Signature Bank,SBNY.GTX,TQJ,SBNY.OQ,SBNY,NASDAQ/NGS (GLOBAL SELECT MARKET),10.06921344651,Financials
508,US14316J1088,Carlyle Group Inc,3VU.GTX,3VU,CG.OQ,CG,NASDAQ/NGS (GLOBAL SELECT MARKET),10.18213618924,Financials
509,US1508701034,Celanese Corp,DG3.GTX,DG3,CE.N,CE,"NEW YORK STOCK EXCHANGE, INC.",10.17718897629,Basic Materials
510,US3841091040,Graco Inc,GGG.GTX,GA8,GGG.N,GGG,"NEW YORK STOCK EXCHANGE, INC.",10.33803424393,Industrials
511,US91332U1016,Unity Software Inc,US3G.GTX,US3,U.N,U,"NEW YORK STOCK EXCHANGE, INC.",10.0116309118,Technology
512,US0357104092,Annaly Capital Management Inc,NLY.GTX,AAY,NLY.N,NLY,"NEW YORK STOCK EXCHANGE, INC.",10.20973241285,Real Estate
513,US09215C1053,Black Knight Inc,BKF1.GTX,BKF,BKI.N,BKI,"NEW YORK STOCK EXCHANGE, INC.",10.454713031,Technology
514,US9426222009,Watsco Inc,WSOa.GTX,WC3,WSO.N,WSO,"NEW YORK STOCK EXCHANGE, INC.",10.08486992002,Industrials
515,US4606901001,Interpublic Group of Companies Inc,IPG.GTX,IPG,IPG.N,IPG,"NEW YORK STOCK EXCHANGE, INC.",10.26840173996,Consumer Cyclicals
516,US1261171003,CNA Financial Corp,CNAC.GTX,CNH,CNA.N,CNA,"NEW YORK STOCK EXCHANGE, INC.",10.2016029728,Financials
517,US4180561072,Hasbro Inc,HAS.GTX,HAS,HAS.OQ,HAS,NASDAQ/NGS (GLOBAL SELECT MARKET),10.08618606864,Consumer Cyclicals
518,US82489T1043,Shockwave Medical Inc,36M.GTX,36M,SWAV.OQ,SWAV,NASDAQ/NGS (GLOBAL SELECT MARKET),9.29937781152,Healthcare
519,US05550J1016,BJ's Wholesale Club Holdings Inc,8BJ.GTX,8BJ,BJ.N,BJ,"NEW YORK STOCK EXCHANGE, INC.",10.1301717,Consumer Cyclicals
520,US0235861004,Amerco,AUKG.GTX,AUK,UHAL.OQ,UHAL,NASDAQ/NGS (GLOBAL SELECT MARKET),9.9254622856,Industrials
521,US92840M1027,Vistra Corp,0V6.GTX,0V6,VST.N,VST,"NEW YORK STOCK EXCHANGE, INC.",10.01733766794,Utilities
522,US2003401070,Comerica Inc,CMA.GTX,CA3,CMA.N,CMA,"NEW YORK STOCK EXCHANGE, INC.",9.9632336832,Financials
523,US37959E1029,Globe Life Inc,TMJ.GTX,TMJ,GL.N,GL,"NEW YORK STOCK EXCHANGE, INC.",10.0165758224,Financials
524,US64125C1099,Neurocrine Biosciences Inc,NBIX.GTX,NB3,NBIX.OQ,NBIX,NASDAQ/NGS (GLOBAL SELECT MARKET),9.88336743214,Healthcare
525,US8793691069,Teleflex Inc,TFX.GTX,TBH,TFX.N,TFX,"NEW YORK STOCK EXCHANGE, INC.",9.93829263332,Healthcare
526,US60871R2094,Molson Coors Beverage Co,NY7.GTX,NY7,TAP.N,TAP,"NEW YORK STOCK EXCHANGE, INC.",10.6890950414766,Consumer Non-Cyclicals
527,GB00BWFY5505,Nielsen Holdings PLC,NHLG.GTX,NHL,NLSN.N,NLSN,"NEW YORK STOCK EXCHANGE, INC.",10.01917565472,Consumer Cyclicals
528,US00751Y1064,Advance Auto Parts Inc,AWN.GTX,AWN,AAP.N,AAP,"NEW YORK STOCK EXCHANGE, INC.",9.86600420229,Consumer Cyclicals
529,US00766T1007,AECOM,E6Z.GTX,E6Z,ACM.N,ACM,"NEW YORK STOCK EXCHANGE, INC.",9.8425112084,Industrials
530,US6293775085,NRG Energy Inc,NRGE.GTX,NRA,NRG.N,NRG,"NEW YORK STOCK EXCHANGE, INC.",9.73038873596,Utilities
531,GB0022569080,Amdocs Ltd,DOX.GTX,AOS,DOX.OQ,DOX,NASDAQ/NGS (GLOBAL SELECT MARKET),9.91299008,Technology
532,US02005N1000,Ally Financial Inc,GMZ.GTX,GMZ,ALLY.N,ALLY,"NEW YORK STOCK EXCHANGE, INC.",9.4656953378,Financials
533,US1598641074,Charles River Laboratories International Inc,CRL.GTX,RV6,CRL.N,CRL,"NEW YORK STOCK EXCHANGE, INC.",9.40106503281,Healthcare
534,US8036071004,Sarepta Therapeutics Inc,AB3A.GTX,AB3A,SRPT.OQ,SRPT,NASDAQ/NGS (GLOBAL SELECT MARKET),9.70864830559,Healthcare
535,US53223X1072,Life Storage Inc,SOV.GTX,SOV,LSI.N,LSI,"NEW YORK STOCK EXCHANGE, INC.",9.51775200485,Real Estate
536,US7587501039,Regal Rexnord Corp,RBC.GTX,RB8,RRX.N,RRX,"NEW YORK STOCK EXCHANGE, INC.",9.42318973575,Industrials
537,US98936J1016,Zendesk Inc,0ZD.GTX,0ZD,ZEN.N,ZEN,"NEW YORK STOCK EXCHANGE, INC.",9.42785490224,Technology
538,US8887871080,Toast Inc,71Y.GTX,71Y,TOST.N,TOST,"NEW YORK STOCK EXCHANGE, INC.",9.17969794655,Technology
539,US8064071025,Henry Schein Inc,HSIC.GTX,HS2,HSIC.OQ,HSIC,NASDAQ/NGS (GLOBAL SELECT MARKET),9.255802592,Healthcare
540,US65249B1098,News Corp,NC0.GTX,NC0,NWSA.OQ,NWSA,NASDAQ/NGS (GLOBAL SELECT MARKET),9.1890880163,Consumer Cyclicals
541,US65249B2088,News Corp,NC0B.GTX,NC0B,NWS.OQ,NWS,NASDAQ/NGS (GLOBAL SELECT MARKET),9.1890880163,Consumer Cyclicals
542,US04010L1035,Ares Capital Corp,ARCC.GTX,9A2,ARCC.OQ,ARCC,NASDAQ/NGS (GLOBAL SELECT MARKET),9.01702091328,Financials
543,US91307C1027,United Therapeutics Corp,UTHR.GTX,UTH,UTHR.OQ,UTHR,NASDAQ/NGS (GLOBAL SELECT MARKET),9.46647986602,Healthcare
544,US6177001095,Morningstar Inc,MORN.GTX,MRS,MORN.OQ,MORN,NASDAQ/NGS (GLOBAL SELECT MARKET),9.22618100277,Industrials
545,US08265T2087,Bentley Systems Inc,BS81.GTX,BS81,BSY.OQ,BSY,NASDAQ/NGS (GLOBAL SELECT MARKET),9.16171860924,Technology
546,US8910921084,Toro Co,TO2.GTX,TO2,TTC.N,TTC,"NEW YORK STOCK EXCHANGE, INC.",9.14378157225,Industrials
547,US4485791028,Hyatt Hotels Corp,H.GTX,1HTA,H.N,H,"NEW YORK STOCK EXCHANGE, INC.",8.84734939968,Consumer Cyclicals
548,US4464131063,Huntington Ingalls Industries Inc,HI4.GTX,HI4,HII.N,HII,"NEW YORK STOCK EXCHANGE, INC.",9.4076939475,Industrials
549,US8175651046,Service Corporation International,SCI.GTX,SVC,SCI.N,SCI,"NEW YORK STOCK EXCHANGE, INC.",9.11518891731,Consumer Non-Cyclicals
550,US2774321002,Eastman Chemical Co,EMN.GTX,EAC,EMN.N,EMN,"NEW YORK STOCK EXCHANGE, INC.",9.1787076637,Basic Materials
551,US03852U1060,Aramark,0AK.GTX,0AK,ARMK.N,ARMK,"NEW YORK STOCK EXCHANGE, INC.",8.94534637932,Consumer Cyclicals
552,US7458671010,Pultegroup Inc,PHM.GTX,PU7,PHM.N,PHM,"NEW YORK STOCK EXCHANGE, INC.",9.007598853,Consumer Cyclicals
553,US77543R1023,Roku Inc,R35.GTX,R35,ROKU.OQ,ROKU,NASDAQ/NGS (GLOBAL SELECT MARKET),8.39849595754,Consumer Cyclicals
554,US6792951054,Okta Inc,0OK.GTX,0OK,OKTA.OQ,OKTA,NASDAQ/NGS (GLOBAL SELECT MARKET),8.77931225424,Technology
555,US9713781048,Willscot Mobile Mini Holdings Corp,WS11.GTX,WS11,WSC.OQ,WSC,NASDAQ CAPITAL MARKET,8.87071630606,Industrials
556,US5128161099,Lamar Advertising Co,6LA.GTX,6LA,LAMR.OQ,LAMR,NASDAQ/NGS (GLOBAL SELECT MARKET),8.6405946302,Real Estate
557,US8621211007,STORE Capital Corp,S76.GTX,S76,STOR.N,STOR,"NEW YORK STOCK EXCHANGE, INC.",8.96682412236,Real Estate
558,US15912K1007,Change Healthcare Inc,1CB.GTX,1CB,CHNG.OQ,CHNG,NASDAQ/NGS (GLOBAL SELECT MARKET),8.9496902552,Technology
559,US12769G1004,Caesars Entertainment Inc,2ER.GTX,2ER,CZR.OQ,CZR,NASDAQ/NGS (GLOBAL SELECT MARKET),8.06636445516,Consumer Cyclicals
560,US91879Q1094,Vail Resorts Inc,MTN.GTX,VAI,MTN.N,MTN,"NEW YORK STOCK EXCHANGE, INC.",8.51950464736,Consumer Cyclicals
561,US12008R1077,Builders FirstSource Inc,B1F.GTX,B1F,BLDR.N,BLDR,"NEW YORK STOCK EXCHANGE, INC.",8.66373551771,Consumer Cyclicals
562,US57060D1081,Marketaxess Holdings Inc,MKTX.GTX,MWI,MKTX.OQ,MKTX,NASDAQ/NGS (GLOBAL SELECT MARKET),8.5781578232,Financials
563,US9699041011,Williams-Sonoma Inc,WSM.GTX,WM1,WSM.N,WSM,"NEW YORK STOCK EXCHANGE, INC.",8.60643294063,Consumer Cyclicals
564,US8726571016,TPG Inc,B81.GTX,B81,TPG.OQ,TPG,NASDAQ/NGS (GLOBAL SELECT MARKET),8.64923436846,Financials
565,US15677J1088,Ceridian HCM Holding Inc,CQL.GTX,CQL,CDAY.N,CDAY,"NEW YORK STOCK EXCHANGE, INC.",8.4900817746,Technology
566,US5502411037,Lumen Technologies Inc,CYTG.GTX,CYTH,LUMN.N,LUMN,"NEW YORK STOCK EXCHANGE, INC.",8.6140239328,Technology
567,US2435371073,Deckers Outdoor Corp,DECK.GTX,DO2,DECK.N,DECK,"NEW YORK STOCK EXCHANGE, INC.",8.53981308648,Consumer Cyclicals
568,US7707001027,Robinhood Markets Inc,7KY.GTX,7KY,HOOD.OQ,HOOD,NASDAQ/NGS (GLOBAL SELECT MARKET),8.49522679595,Technology
569,US74736K1016,Qorvo Inc,2QO.GTX,2QO,QRVO.OQ,QRVO,NASDAQ/NGS (GLOBAL SELECT MARKET),8.4596335194,Technology
570,US3156161024,F5 Inc,FFIV.GTX,FFV,FFIV.OQ,FFIV,NASDAQ/NGS (GLOBAL SELECT MARKET),8.67582903238,Technology
571,US42226K1051,Healthcare Realty Trust Inc,HT0.GTX,HT0,HR.N,HR,"NEW YORK STOCK EXCHANGE, INC.",8.49385823328,Real Estate
572,US02376R1023,American Airlines Group Inc,A1G.GTX,A1G,AAL.OQ,AAL,NASDAQ/NGS (GLOBAL SELECT MARKET),8.25954173217,Industrials
573,US9897011071,Zions Bancorporation NA,ZION.GTX,ZB1,ZION.OQ,ZION,NASDAQ/NGS (GLOBAL SELECT MARKET),8.38877915625,Financials
574,US2533931026,DICK'S Sporting Goods Inc,DKS.GTX,DSG,DKS.N,DKS,"NEW YORK STOCK EXCHANGE, INC.",8.43706403697,Consumer Cyclicals
575,US87162W1009,TD Synnex Corp,SNX.GTX,SUX,SNX.N,SNX,"NEW YORK STOCK EXCHANGE, INC.",8.44614232656,Technology
576,US96145D1054,Westrock Co,1WR.GTX,1WR,WRK.N,WRK,"NEW YORK STOCK EXCHANGE, INC.",8.34860501433,Basic Materials
577,US48203R1041,Juniper Networks Inc,JNPR.GTX,JNP,JNPR.N,JNPR,"NEW YORK STOCK EXCHANGE, INC.",8.49430718712,Technology
578,US25470M1099,DISH Network Corp,DISH.GTX,EOT,DISH.OQ,DISH,NASDAQ/NGS (GLOBAL SELECT MARKET),8.30987779867,Consumer Cyclicals
579,US7593516047,Reinsurance Group of America Inc,RGA.GTX,RGPB,RGA.N,RGA,"NEW YORK STOCK EXCHANGE, INC.",8.47842962004,Financials
580,US0708301041,Bath & Body Works Inc,LTD0.GTX,LTD0,BBWI.N,BBWI,"NEW YORK STOCK EXCHANGE, INC.",8.30369012976,Consumer Cyclicals
581,US5627501092,Manhattan Associates Inc,MANH.GTX,MHT,MANH.OQ,MANH,NASDAQ/NGS (GLOBAL SELECT MARKET),8.23685199287,Technology
582,US1220171060,Burlington Stores Inc,BUI.GTX,BUI,BURL.N,BURL,"NEW YORK STOCK EXCHANGE, INC.",8.0556607943,Consumer Cyclicals
583,US0997241064,Borgwarner Inc,BWA.GTX,BGW,BWA.N,BWA,"NEW YORK STOCK EXCHANGE, INC.",8.22041140323,Consumer Cyclicals
584,US87105L1044,Switch Inc,821.GTX,821,SWCH.N,SWCH,"NEW YORK STOCK EXCHANGE, INC.",8.31920945046,Technology
585,US05464C1018,Axon Enterprise Inc,TCS.GTX,TCS,AXON.OQ,AXON,NASDAQ/NGS (GLOBAL SELECT MARKET),7.95716049365,Industrials
586,US74624M1027,Pure Storage Inc,6PU.GTX,6PU,PSTG.N,PSTG,"NEW YORK STOCK EXCHANGE, INC.",7.9213327505,Technology
587,US77634L1052,R1 RCM Holdco Inc,6HL0.GTX,6HL0,RCM.OQ,RCM,NASDAQ/NGS (GLOBAL SELECT MARKET),7.85747809205,Healthcare
588,US7234841010,Pinnacle West Capital Corp,PNW.GTX,PWC,PNW.N,PNW,"NEW YORK STOCK EXCHANGE, INC.",8.2182713194,Utilities
589,US7703231032,Robert Half International Inc,RHI.GTX,RHJ,RHI.N,RHI,"NEW YORK STOCK EXCHANGE, INC.",8.01488976365,Industrials
590,US23918K1088,DaVita Inc,DVA.GTX,TRL,DVA.N,DVA,"NEW YORK STOCK EXCHANGE, INC.",7.987837,Healthcare
591,US36467W1099,GameStop Corp,GMEa.GTX,GS2C,GME.N,GME,"NEW YORK STOCK EXCHANGE, INC.",7.5218841087,Consumer Cyclicals
592,US05338G1067,Avalara Inc,3EK.GTX,3EK,AVLR.N,AVLR,"NEW YORK STOCK EXCHANGE, INC.",8.1694646145,Technology
593,US4663131039,Jabil Inc,JBL.GTX,JBL,JBL.N,JBL,"NEW YORK STOCK EXCHANGE, INC.",7.91764197016,Technology
594,US91529Y1064,Unum Group,UNM.GTX,UUM,UNM.N,UNM,"NEW YORK STOCK EXCHANGE, INC.",8.01201646466,Financials
595,US8318652091,A O Smith Corp,3SM.GTX,3SM,AOS.N,AOS,"NEW YORK STOCK EXCHANGE, INC.",7.80271755732,Industrials
596,US04621X1081,Assurant Inc,AIZ.GTX,ZAS,AIZ.N,AIZ,"NEW YORK STOCK EXCHANGE, INC.",7.91063005041,Financials
597,US03831W1080,Applovin Corp,6RV.GTX,6RV,APP.OQ,APP,NASDAQ/NGS (GLOBAL SELECT MARKET),7.374973034,Technology
598,US8454671095,Southwestern Energy Co,SWN.GTX,SW5,SWN.N,SWN,"NEW YORK STOCK EXCHANGE, INC.",7.55499913446,Energy
599,US3397501012,Floor & Decor Holdings Inc,1FD.GTX,1FD,FND.N,FND,"NEW YORK STOCK EXCHANGE, INC.",7.38444063616,Consumer Cyclicals
600,US5339001068,Lincoln Electric Holdings Inc,LECO.GTX,LNE,LECO.OQ,LECO,NASDAQ/NGS (GLOBAL SELECT MARKET),7.52140510282,Industrials
601,US5747951003,Masimo Corp,MASI.GTX,3M4,MASI.OQ,MASI,NASDAQ/NGS (GLOBAL SELECT MARKET),7.48135735048,Healthcare
602,US26210C1045,Dropbox Inc,1Q5.GTX,1Q5,DBX.OQ,DBX,NASDAQ/NGS (GLOBAL SELECT MARKET),7.53828679856,Technology
603,US58463J3041,Medical Properties Trust Inc,M3P.GTX,M3P,MPW.N,MPW,"NEW YORK STOCK EXCHANGE, INC.",7.73309,Real Estate
604,US9633201069,Whirlpool Corp,WHR.GTX,WHR,WHR.N,WHR,"NEW YORK STOCK EXCHANGE, INC.",7.64039420952,Consumer Cyclicals
605,US0010841023,AGCO Corp,AGCO.GTX,AGJ,AGCO.N,AGCO,"NEW YORK STOCK EXCHANGE, INC.",7.53738970008,Industrials
606,US8760301072,Tapestry Inc,COYG.GTX,COY,TPR.N,TPR,"NEW YORK STOCK EXCHANGE, INC.",7.46571594855,Consumer Cyclicals
607,US70959W1036,Penske Automotive Group Inc,PAG.GTX,UA9,PAG.N,PAG,"NEW YORK STOCK EXCHANGE, INC.",7.68217436847,Consumer Cyclicals
608,US98954M2008,Zillow Group Inc,0ZG2.GTX,0ZG2,Z.OQ,Z,NASDAQ/NGS (GLOBAL SELECT MARKET),7.46194053146,Real Estate
609,US75281A1097,Range Resources Corp,RRC.GTX,RAX,RRC.N,RRC,"NEW YORK STOCK EXCHANGE, INC.",7.21096607959,Energy
610,US6907421019,Owens Corning,OC.GTX,O5Q,OC.N,OC,"NEW YORK STOCK EXCHANGE, INC.",7.41806388832,Consumer Cyclicals
611,US5218652049,Lear Corp,LEA.GTX,LE6N,LEA.N,LEA,"NEW YORK STOCK EXCHANGE, INC.",7.56174222336,Consumer Cyclicals
612,US6374171063,National Retail Properties Inc,NNN.GTX,CZ2,NNN.N,NNN,"NEW YORK STOCK EXCHANGE, INC.",7.49536803272,Real Estate
613,US3137451015,Federal Realty Investment Trust,QM1.GTX,QM1,FRT.N,FRT,"NEW YORK STOCK EXCHANGE, INC.",7.31895432464,Real Estate
614,US48020Q1076,Jones Lang LaSalle Inc,JLL.GTX,4J2,JLL.N,JLL,"NEW YORK STOCK EXCHANGE, INC.",7.47132170312,Real Estate
615,US47233W1099,Jefferies Financial Group Inc,LN3.GTX,LN3,JEF.N,JEF,"NEW YORK STOCK EXCHANGE, INC.",7.20371527803,Financials
616,US33829M1018,Five Below Inc,6F1.GTX,6F1,FIVE.OQ,FIVE,NASDAQ/NGS (GLOBAL SELECT MARKET),7.29808586712,Consumer Cyclicals
617,US90364P1057,UiPath Inc,9UV.GTX,9UV,PATH.N,PATH,"NEW YORK STOCK EXCHANGE, INC.",7.16687196784,Technology
618,US26142V1052,DraftKings Inc,IK1.GTX,IK1,DKNG.OQ,DKNG,NASDAQ/NGS (GLOBAL SELECT MARKET),6.98834409372,Consumer Cyclicals
619,US1924221039,Cognex Corp,CGNX.GTX,CGZ,CGNX.OQ,CGNX,NASDAQ/NGS (GLOBAL SELECT MARKET),7.33642546222,Industrials
620,US9026811052,UGI Corp,UGI.GTX,3U6,UGI.N,UGI,"NEW YORK STOCK EXCHANGE, INC.",7.37232043198,Utilities
621,US34964C1062,Fortune Brands Home & Security Inc,FBHS.GTX,2FB,FBHS.N,FBHS,"NEW YORK STOCK EXCHANGE, INC.",7.19519698976,Consumer Cyclicals
622,US5770811025,Mattel Inc,MAT.GTX,MTT,MAT.OQ,MAT,NASDAQ/NGS (GLOBAL SELECT MARKET),7.11804724475,Consumer Cyclicals
623,US1858991011,Cleveland-Cliffs Inc,CVAG.GTX,CVA,CLF.N,CLF,"NEW YORK STOCK EXCHANGE, INC.",7.2938958921,Basic Materials
624,US6819361006,Omega Healthcare Investors Inc,OHI.GTX,WX4,OHI.N,OHI,"NEW YORK STOCK EXCHANGE, INC.",7.20358266968,Real Estate
625,US00090Q1031,ADT Inc,541.GTX,541,ADT.N,ADT,"NEW YORK STOCK EXCHANGE, INC.",7.27358368296,Technology
626,US65336K1034,Nexstar Media Group Inc,NXST.GTX,NXZ,NXST.OQ,NXST,NASDAQ/NGS (GLOBAL SELECT MARKET),6.96389711773,Consumer Cyclicals
628,US86771W1053,Sunrun Inc,3S9.GTX,3S9,RUN.OQ,RUN,NASDAQ/NGS (GLOBAL SELECT MARKET),6.89338663,Energy
629,BMG491BT1088,Invesco Ltd,IVZ.GTX,3IW,IVZ.N,IVZ,"NEW YORK STOCK EXCHANGE, INC.",7.100989,Financials
630,US1714841087,Churchill Downs Inc,CHDN.GTX,CHR,CHDN.OQ,CHDN,NASDAQ/NGS (GLOBAL SELECT MARKET),6.9401734486,Consumer Cyclicals
631,US9831341071,Wynn Resorts Ltd,WYNN.GTX,WYR,WYNN.OQ,WYNN,NASDAQ/NGS (GLOBAL SELECT MARKET),6.84538576761,Consumer Cyclicals
632,US00404A1097,Acadia Healthcare Company Inc,7RA.GTX,7RA,ACHC.OQ,ACHC,NASDAQ/NGS (GLOBAL SELECT MARKET),7.17825653118,Healthcare
633,US16115Q3083,Chart Industries Inc,GTLS.GTX,I3N,GTLS.N,GTLS,"NEW YORK STOCK EXCHANGE, INC.",6.94701937792,Industrials
